tucaseid,tuactivity_n,wufnactwt,wufnactwtc,wufnactwtp,wuhapord,wuhappy,wuinteract,wumeaning,wupain,wupnord,wusad,wusadord,wustress,wustrord,wutired,wutrdord,tewhere,trtcctot_ln,trtcc_ln,trtcoc_ln,trthh_ln,trtnohh_ln,trtohh_ln,trtonhh_ln,trto_ln,trwbelig,tuactdur,tuactdur24,tucc5,tucc5b,tucc7,tucc8,tucumdur,tucumdur24,tustarttim,tustoptime,tutier1code,tutier2code,tutier3code,trcode,trtier2,txwhere,trtec_ln,tudurstop,tuec24,teage,tesex,telfs,is_alone,activity_6d,activity_group,social_context
20131110132138,12,13209870.858625,13209870.858625,13209870.858625,2,6,1,2,0,1,0,5,0,3,0,4,1,0,-1,0,-1,-1,-1,-1,-1,1,140,140,0,0,0,0,720,720,13:40:00,16:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,67,2,5,False,120303,Screen-Based,With Others
20120101120757,24,25344390.819683,74325370.80279,24330615.186895,1,4,2,1,0,2,0,5,0,3,4,4,1,0,-1,0,-1,-1,-1,-1,-1,1,20,20,0,0,0,0,1117,1117,22:17:00,22:37:00,12,3,8,120308,1203,0,-1.0,1.0,-1.0,29,1,1,True,120308,Screen-Based,Alone
20120303121789,11,5184174.677607,4968372.036428,4536152.842906,3,6,1,3,0,2,0,4,3,1,0,5,1,0,0,0,0,0,-1,-1,-1,1,158,158,0,0,0,0,840,840,15:22:00,18:00:00,12,3,7,120307,1203,0,-1.0,2.0,-1.0,16,1,5,False,120307,Screen-Based,With Others
20131111130988,19,15514169.537311,15514169.537311,15514169.537311,1,4,1,3,0,2,0,4,1,5,3,3,1,100,100,0,100,-1,100,-1,100,1,100,100,1,0,0,0,1140,1140,21:20:00,23:00:00,12,3,7,120307,1203,0,-1.0,1.0,-1.0,34,1,1,False,120307,Screen-Based,With Others
20120302120079,16,13329879.080097,15657978.473533,12695122.933426,5,6,2,0,6,3,0,1,0,4,0,2,1,0,0,0,0,0,-1,-1,-1,1,30,30,0,0,0,0,750,750,16:00:00,16:30:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,16,1,5,True,120303,Screen-Based,Alone
20130504131971,3,14295379.189298,14295379.189298,14295379.189298,5,4,2,4,2,1,0,2,0,4,0,3,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,270,270,07:30:00,08:30:00,12,3,12,120312,1203,0,-1.0,1.0,-1.0,78,1,5,True,120312,Non-Screen,Alone
20131009131074,9,28384641.36983,28384641.36983,28384641.36983,3,6,1,4,0,1,0,5,0,2,0,4,1,120,120,0,120,-1,120,-1,120,1,120,120,1,0,0,0,420,420,09:00:00,11:00:00,12,3,7,120307,1203,0,-1.0,1.0,-1.0,34,1,5,False,120307,Screen-Based,With Others
20121009120519,8,7137993.148954,6840858.528681,6588916.752881,1,6,2,5,1,5,0,4,0,3,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,160,160,0,0,0,0,480,480,09:20:00,12:00:00,12,3,12,120312,1203,0,-1.0,2.0,-1.0,85,2,5,False,120312,Non-Screen,With Others
20101009100928,6,14427571.357804,12783242.024289,13225273.744653,1,6,2,4,0,3,0,2,0,4,0,5,3,0,-1,0,-1,-1,-1,-1,-1,1,120,120,0,0,0,0,784,784,15:04:00,17:04:00,12,3,7,120307,1203,0,,,,16,1,4,False,120307,Screen-Based,With Others
20120201121399,9,12690096.101552,14906455.669343,11280085.423602,2,3,2,3,0,5,0,3,0,4,3,1,1,0,-1,0,-1,-1,-1,-1,-1,1,180,180,0,0,0,0,960,960,17:00:00,20:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,80,2,5,False,120303,Screen-Based,With Others
20131110130874,1,16364524.890504,16364524.890504,16364524.890504,4,6,2,5,0,5,0,3,0,2,0,1,1,0,-1,0,-1,-1,-1,-1,-1,1,120,120,0,0,0,97,120,120,04:00:00,06:00:00,12,3,7,120307,1203,0,-1.0,1.0,-1.0,67,2,5,False,120307,Screen-Based,With Others
20120302121649,3,2860162.803596,3359697.96428,2383469.002996,3,6,1,4,0,5,0,1,0,2,2,4,1,0,-1,0,-1,-1,-1,-1,-1,1,75,75,0,0,0,0,360,360,08:45:00,10:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,16,1,5,True,120303,Screen-Based,Alone
20130302131489,3,13687761.458476,14366922.863315,12634856.730901,4,6,1,6,0,5,0,3,0,1,0,2,3,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,245,245,07:05:00,08:05:00,12,3,12,120312,1203,0,-1.0,1.0,-1.0,79,2,5,False,120312,Non-Screen,With Others
20100504101787,12,12846993.98619,15121101.420855,12091288.457591,3,4,1,5,0,2,0,1,3,5,2,4,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,750,750,15:30:00,16:30:00,12,3,3,120303,1203,0,,,,17,2,2,False,120303,Screen-Based,With Others
20120707120892,3,3871817.3008,3871817.3008,3871817.3008,4,5,2,6,0,2,0,5,0,3,4,1,1,0,-1,0,-1,-1,-1,-1,-1,1,30,30,0,0,0,0,360,360,09:30:00,10:00:00,12,3,12,120312,1203,0,-1.0,1.0,-1.0,51,1,1,False,120312,Non-Screen,With Others
20131211131874,25,9344733.730475,9344733.730475,36190205.542758,3,3,2,6,3,2,0,5,0,4,3,1,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,1154,1154,22:14:00,23:14:00,12,3,12,120312,1203,0,-1.0,1.0,-1.0,85,1,5,True,120312,Non-Screen,Alone
20101110101452,10,14940765.703629,17585501.616383,14229300.670123,2,6,2,2,0,1,0,5,0,4,0,3,1,65,65,0,65,65,-1,-1,-1,1,65,65,0,1,0,0,480,480,10:55:00,12:00:00,12,3,3,120303,1203,0,,,,70,1,5,True,120303,Screen-Based,Alone
20100908100864,22,12733469.999547,11282219.631871,12096796.49957,4,4,2,6,0,3,0,1,0,2,4,5,1,0,0,0,0,0,-1,-1,-1,1,115,115,0,0,0,0,990,990,18:35:00,20:30:00,12,3,1,120301,1203,0,,,,56,2,1,True,120301,Non-Screen,Alone
20100302102142,8,1122808.03746,1321561.622029,998051.588854,1,6,2,6,0,4,0,5,0,3,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,100,100,0,0,0,0,510,510,10:50:00,12:30:00,12,3,3,120303,1203,0,,,,68,1,5,False,120303,Screen-Based,With Others
20100403100580,10,7889090.791789,9285576.229677,7171900.719808,1,0,2,3,4,5,3,3,5,4,4,2,1,0,-1,0,-1,-1,-1,-1,-1,1,30,30,0,0,0,0,840,840,17:30:00,18:00:00,12,3,3,120303,1203,0,,,,76,1,5,True,120303,Screen-Based,Alone
20130302130504,9,2636825.187028,2767659.57538,2397113.806389,3,4,2,3,0,1,0,5,3,2,4,4,2,0,0,0,0,-1,0,-1,0,1,15,15,0,0,0,0,705,705,15:30:00,15:45:00,12,3,1,120301,1203,0,-1.0,1.0,-1.0,37,1,1,True,120301,Non-Screen,Alone
20121009122072,29,39890232.34729,46857169.194482,38716990.219428,2,5,1,3,2,3,0,5,0,4,2,1,1,60,60,0,60,-1,60,-1,60,1,60,60,1,0,0,0,960,960,19:00:00,20:00:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,29,2,5,False,120303,Screen-Based,With Others
