tucaseid,tuactivity_n,wufnactwt,wufnactwtc,wufnactwtp,wuhapord,wuhappy,wuinteract,wumeaning,wupain,wupnord,wusad,wusadord,wustress,wustrord,wutired,wutrdord,tewhere,trtcctot_ln,trtcc_ln,trtcoc_ln,trthh_ln,trtnohh_ln,trtohh_ln,trtonhh_ln,trto_ln,trwbelig,tuactdur,tuactdur24,tucc5,tucc5b,tucc7,tucc8,tucumdur,tucumdur24,tustarttim,tustoptime,tutier1code,tutier2code,tutier3code,trcode,trtier2,txwhere,trtec_ln,tudurstop,tuec24,teage,tesex,telfs,is_alone,activity_6d,activity_group,social_context
20100504101903,11,2704516.199147,2704516.199147,2704516.199147,1,5,1,5,3,2,0,4,0,5,3,3,1,0,0,0,0,0,-1,-1,-1,1,60,60,0,0,0,0,1110,1110,21:30:00,22:30:00,12,3,3,120303,1203,0,,,,54,1,5,False,120303,Screen-Based,With Others
20130504131835,5,9830376.692527,9830376.692527,9830376.692527,3,5,1,4,4,1,3,5,3,4,1,2,1,315,315,0,315,-1,315,-1,315,1,315,315,1,0,0,0,780,780,11:45:00,17:00:00,12,3,1,120301,1203,0,-1.0,2.0,-1.0,41,2,1,False,120301,Non-Screen,With Others
20130403130719,24,22708064.404116,22708064.404116,22708064.404116,5,6,1,5,0,4,0,2,0,1,3,3,1,153,-1,153,-1,-1,-1,-1,-1,1,153,153,0,0,0,1,1020,1020,18:27:00,21:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,68,2,5,False,120303,Screen-Based,With Others
20131009131434,2,7642934.953913,7642934.953913,7642934.953913,5,6,2,3,0,3,0,2,0,1,3,4,1,0,0,0,0,-1,0,-1,0,1,360,360,0,0,0,0,660,660,09:00:00,15:00:00,12,3,1,120301,1203,0,-1.0,2.0,-1.0,40,2,1,True,120301,Non-Screen,Alone
20100212092505,19,5166874.843553,27178817.800462,4862941.029226,4,4,2,2,0,1,0,5,0,2,3,3,1,0,-1,0,-1,-1,-1,-1,-1,1,140,140,0,0,0,0,1110,1110,20:10:00,22:30:00,12,3,3,120303,1203,0,,,,42,1,1,False,120303,Screen-Based,With Others
20130908130786,6,1510182.770486,1510182.770486,1510182.770486,4,0,1,0,0,5,0,1,0,3,0,2,1,30,30,0,30,-1,30,-1,30,1,30,30,1,0,0,0,935,935,19:05:00,19:35:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,31,1,1,False,120303,Screen-Based,With Others
20120303120015,9,12670550.757254,14883496.677859,11403495.681528,3,5,2,6,2,4,1,1,1,5,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,210,210,0,0,0,0,750,750,13:00:00,16:30:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,65,1,1,True,120303,Screen-Based,Alone
20121009122054,8,21794144.199768,20886915.147309,20117671.569017,1,5,1,4,0,4,2,5,4,2,1,3,1,0,0,0,0,0,-1,-1,-1,1,180,180,0,0,0,0,840,840,15:00:00,18:00:00,12,3,7,120307,1203,0,-1.0,2.0,-1.0,15,1,5,True,120307,Screen-Based,Alone
20120101121421,13,9033534.499351,8657493.812959,8280739.957739,2,6,2,6,1,5,0,1,0,4,5,3,1,0,-1,0,-1,-1,-1,-1,-1,1,125,125,0,0,0,0,870,870,16:25:00,18:30:00,12,3,8,120308,1203,0,-1.0,2.0,-1.0,64,1,5,True,120308,Screen-Based,Alone
20100403101177,15,13109392.280841,15429948.084155,12100977.490007,1,4,2,3,0,3,0,5,2,4,5,2,1,0,0,0,0,0,-1,-1,-1,1,77,77,0,0,0,0,720,720,14:43:00,16:00:00,12,3,3,120303,1203,0,,,,21,2,1,False,120303,Screen-Based,With Others
20130112120657,8,5610887.190048,6461594.927962,5049798.471043,4,0,1,0,3,3,0,2,3,5,3,1,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,940,940,18:40:00,19:40:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,59,2,4,True,120303,Screen-Based,Alone
20130707131105,11,5307807.783927,5307807.783927,5307807.783927,3,5,2,3,0,2,0,4,1,5,3,1,2,0,-1,0,-1,-1,-1,-1,-1,1,15,15,0,0,0,0,510,510,12:15:00,12:30:00,12,3,12,120312,1203,0,-1.0,1.0,-1.0,60,1,1,True,120312,Non-Screen,Alone
20130303131887,12,61538727.442638,61538727.442638,238326661.756649,4,6,1,6,0,3,0,1,0,2,3,5,1,0,-1,0,-1,-1,-1,-1,-1,1,180,180,0,0,0,0,1140,1140,20:00:00,23:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,54,2,5,False,120303,Screen-Based,With Others
20121009122289,18,16297198.064594,15618791.451223,15278623.185557,3,4,2,4,1,1,2,4,1,2,1,5,1,0,-1,0,-1,-1,-1,-1,-1,1,120,120,0,0,0,0,1021,1021,19:01:00,21:01:00,12,3,8,120308,1203,0,-1.0,1.0,-1.0,51,1,5,False,120308,Screen-Based,With Others
20120504122356,16,23208451.308732,27261870.029921,21661221.221483,1,6,1,4,3,2,0,3,0,5,3,4,1,0,-1,0,-1,-1,-1,-1,-1,1,240,240,0,0,0,0,1070,1070,17:50:00,21:50:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,75,1,5,False,120303,Screen-Based,With Others
20101211101637,4,2892228.687572,3404195.826984,2722097.588303,1,3,1,6,2,5,3,4,3,2,0,3,1,0,-1,0,-1,-1,-1,-1,-1,1,65,65,0,0,0,0,300,300,07:55:00,09:00:00,12,3,3,120303,1203,0,,,,54,1,1,False,120303,Screen-Based,With Others
20131211131856,15,7439409.156508,7439409.156508,28811280.690928,4,4,2,3,0,2,0,1,0,5,3,3,1,0,-1,0,-1,-1,-1,-1,-1,1,250,250,0,0,0,0,1140,1140,18:50:00,23:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,76,1,5,False,120303,Screen-Based,With Others
20100112091537,4,9174142.803453,9174142.803453,9174142.803453,2,6,2,6,0,4,0,3,0,5,0,1,1,0,-1,0,-1,-1,-1,-1,-1,1,720,720,0,0,0,0,960,960,08:00:00,20:00:00,12,3,3,120303,1203,0,,,,63,2,5,False,120303,Screen-Based,With Others
20100706100940,11,2132476.56911,1889435.402398,1968439.909948,3,6,2,5,0,1,0,4,2,5,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,30,30,0,0,0,0,960,960,19:30:00,20:00:00,12,3,8,120308,1203,0,,,,50,1,1,False,120308,Screen-Based,With Others
20131211130736,8,3198594.660994,3198594.660994,3198594.660994,3,3,2,5,2,4,3,5,5,1,6,2,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,780,780,16:00:00,17:00:00,12,3,1,120301,1203,0,-1.0,1.0,-1.0,85,1,5,False,120301,Non-Screen,With Others
20121009121901,2,4092768.513214,4807581.5911,3751704.470446,1,4,1,2,0,2,0,3,0,5,0,4,3,0,-1,0,-1,-1,-1,-1,-1,1,120,120,0,0,0,0,420,420,09:00:00,11:00:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,49,1,5,False,120303,Screen-Based,With Others
20101009101704,31,5226959.022775,5226959.022775,5226959.022775,1,5,1,5,0,4,0,3,0,5,4,2,1,0,0,0,0,-1,0,-1,0,1,60,60,1,0,0,0,1110,1110,21:30:00,22:30:00,12,3,3,120303,1203,0,,,,41,1,1,False,120303,Screen-Based,With Others
20100112092059,18,9704547.107361,11422395.091926,9133691.395163,5,6,2,6,0,3,0,2,0,1,-2,4,1,0,-1,0,-1,-1,-1,-1,-1,1,119,119,0,0,0,0,1080,1080,20:01:00,22:00:00,12,3,3,120303,1203,0,,,,80,2,5,False,120303,Screen-Based,With Others
20120402121863,3,5838128.671007,6857773.615729,4865107.225839,5,6,1,4,0,3,0,1,0,4,2,2,1,0,-1,0,-1,-1,-1,-1,-1,1,105,105,0,0,0,0,390,390,08:45:00,10:30:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,85,1,5,True,120303,Screen-Based,Alone
20100908100713,3,10789693.26316,9559977.693419,10019000.88722,3,6,2,6,0,1,0,5,0,2,2,4,1,0,0,0,0,0,-1,-1,-1,1,30,30,0,0,0,0,160,160,06:10:00,06:40:00,12,3,1,120301,1203,0,,,,30,2,1,True,120301,Non-Screen,Alone
20100301100540,10,10608775.060836,12486684.730948,9430022.276299,5,4,1,3,0,2,0,3,0,1,3,4,3,0,-1,0,-1,-1,-1,-1,-1,1,90,90,0,0,0,0,975,975,18:45:00,20:15:00,12,3,3,120303,1203,0,,,,19,1,5,False,120303,Screen-Based,With Others
20100807100618,16,5411528.089601,6369448.384005,5110887.640179,2,6,2,4,0,4,0,3,6,1,0,5,1,0,-1,0,-1,-1,-1,-1,-1,1,70,70,0,0,0,0,859,859,17:09:00,18:19:00,12,3,3,120303,1203,0,,,,80,2,5,False,120303,Screen-Based,With Others
20120807121431,12,7644722.544505,8979893.98994,7405824.964989,5,5,1,5,1,4,0,2,0,3,0,1,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,467,467,10:47:00,11:47:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,68,2,1,False,120303,Screen-Based,With Others
20120908121600,11,13785400.16883,16193057.551053,12923812.658279,1,6,1,3,0,2,0,4,0,5,0,3,1,0,-1,0,-1,-1,-1,-1,-1,1,70,70,0,0,0,0,780,780,15:50:00,17:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,44,2,1,True,120303,Screen-Based,Alone
20100908101110,6,2806190.17688,2486364.981853,2590329.394043,4,4,2,2,0,2,0,3,0,1,3,5,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,720,720,15:00:00,16:00:00,12,3,8,120308,1203,0,,,,25,1,1,False,120308,Screen-Based,With Others
20120101121232,4,30826895.650196,29543658.507475,28900214.672059,4,4,2,3,1,5,1,2,3,3,1,1,1,0,-1,0,-1,-1,-1,-1,-1,1,160,160,0,0,0,0,270,270,05:50:00,08:30:00,12,3,12,120312,1203,0,-1.0,2.0,-1.0,74,1,5,True,120312,Non-Screen,Alone
20121212120664,3,15749418.155135,18500096.58467,13999482.804564,5,6,1,3,0,4,0,1,0,3,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,120,120,0,0,0,0,360,360,08:00:00,10:00:00,12,3,3,120303,1203,0,0.0,1.0,-1.0,66,1,1,True,120303,Screen-Based,Alone
20100605102296,4,13494434.999451,11956456.44724,12267668.181319,4,5,2,5,5,2,2,3,2,5,4,1,1,0,-1,0,-1,-1,-1,-1,-1,1,165,165,0,0,0,0,480,480,09:15:00,12:00:00,12,3,12,120312,1203,0,,,,66,2,5,False,120312,Non-Screen,With Others
20100706101559,1,6257726.114774,7365435.941446,4693294.58608,2,0,2,0,0,5,0,4,0,1,0,3,1,0,-1,0,-1,-1,-1,-1,-1,1,480,480,0,0,0,97,480,480,04:00:00,12:00:00,12,3,3,120303,1203,0,,,,73,1,5,False,120303,Screen-Based,With Others
20130403131942,3,11686591.566887,11686591.566887,11686591.566887,5,5,1,4,0,4,0,1,0,3,5,2,1,0,-1,0,-1,-1,-1,-1,-1,1,420,420,0,0,0,0,840,840,11:00:00,18:00:00,12,3,1,120301,1203,0,-1.0,2.0,-1.0,51,2,1,True,120301,Non-Screen,Alone
20131212132392,10,15930400.051844,15930400.051844,61695118.221981,5,6,2,4,0,1,0,2,0,3,0,4,1,0,-1,0,-1,-1,-1,-1,-1,1,386,386,0,0,0,0,1170,1170,17:04:00,23:30:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,68,1,5,True,120303,Screen-Based,Alone
20120404120914,12,11181102.857553,13133912.678573,10321018.022357,2,4,2,3,0,4,2,1,0,5,3,3,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,930,930,18:30:00,19:30:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,28,1,1,False,120303,Screen-Based,With Others
20130504132511,32,2832071.552189,2832071.552189,2832071.552189,4,5,2,3,1,1,0,2,1,3,1,5,1,0,-1,0,-1,-1,-1,-1,-1,1,20,20,0,0,0,0,725,725,15:45:00,16:05:00,12,3,3,120303,1203,0,0.0,1.0,-1.0,66,1,4,False,120303,Screen-Based,With Others
20120605122287,24,2588890.8495,2481122.589788,2516977.214792,3,6,2,6,3,1,0,5,0,4,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,15,15,0,0,0,0,615,615,14:00:00,14:15:00,12,3,12,120312,1203,0,-1.0,1.0,-1.0,76,2,5,False,120312,Non-Screen,With Others
20101212102280,27,3748265.58535,3748265.58535,3748265.58535,1,4,1,5,0,4,0,5,5,2,1,3,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,1165,1165,22:25:00,23:25:00,12,3,9,120309,1203,0,,,,29,2,5,False,120309,Non-Screen,With Others
20130101131197,20,11065253.570159,12742937.778605,10639666.894383,2,1,2,1,1,4,1,5,1,3,2,1,1,0,-1,0,-1,-1,-1,-1,-1,1,99,99,0,0,0,0,840,840,16:21:00,18:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,66,1,5,False,120303,Screen-Based,With Others
20130403131650,11,12025988.263687,12025988.263687,46574145.360426,5,5,1,5,0,4,0,2,0,3,2,1,3,0,-1,0,-1,-1,-1,-1,-1,1,100,100,0,0,0,0,1200,1200,22:20:00,00:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,28,2,1,False,120303,Screen-Based,With Others
20131110131112,21,4875431.983268,4875431.983268,4875431.983268,1,1,2,1,0,5,0,4,0,2,0,3,1,0,-1,0,-1,-1,-1,-1,-1,1,120,120,0,0,0,0,880,880,16:40:00,18:40:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,68,1,5,False,120303,Screen-Based,With Others
20120706121542,5,36778572.893178,43202050.010229,31524491.051296,3,0,2,6,0,5,0,2,0,4,5,1,1,0,0,0,0,-1,0,-1,0,1,420,420,1,0,0,0,960,960,13:00:00,20:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,33,2,1,False,120303,Screen-Based,With Others
20101212101378,13,4718336.347898,4180581.332183,4325141.652239,2,6,2,6,2,4,0,3,0,5,0,1,1,0,0,0,0,-1,0,-1,0,1,60,60,0,0,0,0,852,852,17:12:00,18:12:00,12,3,7,120307,1203,0,,,,36,2,1,True,120307,Screen-Based,Alone
20100403102064,4,1346000.529121,1192595.073825,1076800.423297,3,6,1,4,0,4,0,1,0,5,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,840,840,17:00:00,18:00:00,12,3,7,120307,1203,0,,,,19,1,5,False,120307,Screen-Based,With Others
20101010102082,6,2721225.737699,3202922.832611,2551149.129093,3,4,1,2,0,1,2,5,1,2,4,4,3,45,45,0,45,45,-1,-1,-1,1,45,45,0,1,0,0,725,725,15:20:00,16:05:00,12,3,3,120303,1203,0,,,,57,2,1,False,120303,Screen-Based,With Others
20130212121791,1,82278088.532522,94752872.680664,76792882.630354,3,4,2,0,0,5,0,4,0,1,4,2,1,0,-1,0,-1,-1,-1,-1,-1,1,120,120,0,0,0,97,120,120,04:00:00,06:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,25,2,1,True,120303,Screen-Based,Alone
20120202120613,6,1312107.007663,1257487.675682,1239212.173904,4,6,1,6,0,1,0,5,0,3,0,2,5,0,-1,0,-1,-1,-1,-1,-1,1,20,20,0,0,0,0,270,270,08:10:00,08:30:00,12,3,1,120301,1203,0,-1.0,2.0,-1.0,80,2,5,False,120301,Non-Screen,With Others
20100303101538,17,1271185.243422,1496203.782078,1186439.560527,1,6,1,3,0,4,0,3,0,2,1,5,1,0,0,0,0,0,-1,-1,-1,1,120,120,0,0,0,0,995,995,18:35:00,20:35:00,12,3,3,120303,1203,0,,,,55,2,1,True,120303,Screen-Based,Alone
20130606131064,7,41319757.953373,41319757.953373,160022808.186915,4,0,2,0,6,5,0,3,0,1,6,2,1,0,-1,0,-1,-1,-1,-1,-1,1,570,570,0,0,0,0,1200,1200,14:30:00,00:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,46,1,5,False,120303,Screen-Based,With Others
20121009120574,6,3019515.447373,3546881.977802,2787245.028345,5,5,2,0,0,3,0,2,0,4,1,1,1,60,60,0,60,-1,60,-1,60,1,60,60,1,0,0,0,540,540,12:00:00,13:00:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,37,2,1,True,120303,Screen-Based,Alone
20120604120950,21,5474622.382789,26237753.303111,5213926.078846,3,3,1,5,4,4,0,5,2,1,5,2,1,60,60,0,60,-1,60,-1,60,1,60,60,1,0,0,0,1125,1125,21:45:00,22:45:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,28,1,1,False,120303,Screen-Based,With Others
20100202100636,3,1600432.654252,1883732.841178,1280346.123402,1,4,1,6,2,5,0,2,4,4,1,3,1,0,-1,0,-1,-1,-1,-1,-1,1,90,90,0,0,0,0,420,420,09:30:00,11:00:00,12,3,3,120303,1203,0,,,,61,1,5,False,120303,Screen-Based,With Others
20120112112108,4,15596083.007149,14946861.845769,14178257.279226,5,3,1,3,0,1,0,3,0,4,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,90,90,0,0,0,0,465,465,10:15:00,11:45:00,12,3,7,120307,1203,0,-1.0,1.0,-1.0,25,1,4,True,120307,Screen-Based,Alone
20120908120107,8,47589605.02606,45608583.34065,42830644.523454,5,6,2,6,0,1,0,4,0,2,3,3,1,0,-1,0,-1,-1,-1,-1,-1,1,265,265,0,0,0,0,780,780,12:35:00,17:00:00,12,3,1,120301,1203,0,-1.0,2.0,-1.0,66,2,5,False,120301,Non-Screen,With Others
20130504131228,21,1061618.05464,1061618.05464,4111425.39889,1,3,1,3,0,5,0,4,0,3,5,2,1,0,-1,0,-1,-1,-1,-1,-1,1,25,25,0,0,0,0,990,990,20:05:00,20:30:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,33,1,1,False,120303,Screen-Based,With Others
20121212120546,17,6566773.764901,7713678.543784,6061637.321447,2,2,2,0,1,1,0,5,2,4,3,3,1,0,-1,0,-1,-1,-1,-1,-1,1,30,30,0,0,0,0,748,748,15:58:00,16:28:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,80,1,5,True,120303,Screen-Based,Alone
20100101102162,1,2122192.425792,2497851.788478,1697753.940634,3,6,2,0,0,4,0,2,0,5,0,1,1,0,-1,0,-1,-1,-1,-1,-1,1,105,105,0,0,0,97,105,105,04:00:00,05:45:00,12,3,3,120303,1203,0,,,,51,1,1,True,120303,Screen-Based,Alone
20131009132080,6,33223501.024885,33223501.024885,33223501.024885,3,6,1,6,2,5,0,1,0,4,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,173,173,0,0,0,0,420,420,08:07:00,11:00:00,12,3,9,120309,1203,0,-1.0,2.0,-1.0,66,2,5,False,120309,Non-Screen,With Others
20101110102306,10,10004232.284384,11775128.965777,9094756.622167,5,4,1,2,5,3,0,4,2,2,6,1,1,0,-1,0,-1,-1,-1,-1,-1,1,210,210,0,0,0,0,870,870,15:00:00,18:30:00,12,3,3,120303,1203,0,,,,44,1,1,False,120303,Screen-Based,With Others
20130403132021,13,1151550.281186,1151550.281186,4459714.163178,4,6,2,0,0,1,0,3,0,5,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,20,20,0,0,0,0,1340,1340,02:00:00,02:20:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,80,2,5,False,120303,Screen-Based,With Others
20130403131914,4,5752306.373232,5752306.373232,5752306.373232,4,3,1,3,4,2,3,3,5,5,5,1,1,0,-1,0,-1,-1,-1,-1,-1,1,180,180,0,0,0,0,540,540,10:00:00,13:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,48,1,5,False,120303,Screen-Based,With Others
20120908121519,6,7233771.60105,8497169.353982,6028143.000875,3,4,1,0,0,5,0,4,0,2,0,1,1,240,240,0,240,-1,240,-1,240,1,240,240,1,0,0,0,750,750,12:30:00,16:30:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,41,1,1,False,120303,Screen-Based,With Others
20130504131818,21,14342236.822992,14342236.822992,14342236.822992,5,3,1,3,0,1,0,4,0,3,0,2,3,0,0,0,0,-1,0,-1,0,1,80,80,0,0,0,0,1080,1080,20:40:00,22:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,43,1,1,False,120303,Screen-Based,With Others
20130112120683,11,20656729.067925,21681677.754802,18935334.978931,3,6,2,6,0,2,0,4,0,1,0,5,1,0,-1,0,-1,-1,-1,-1,-1,1,120,120,0,0,0,0,576,576,11:36:00,13:36:00,12,3,8,120308,1203,0,-1.0,1.0,-1.0,43,2,3,True,120308,Screen-Based,Alone
20130706131536,18,5248788.967247,5248788.967247,5248788.967247,3,4,-2,2,3,1,0,4,0,2,3,5,1,0,-1,0,-1,-1,-1,-1,-1,1,30,30,0,0,0,0,920,920,18:50:00,19:20:00,12,3,12,120312,1203,0,-1.0,1.0,-1.0,45,2,1,False,120312,Non-Screen,With Others
20121009120070,8,14147384.802785,13558468.881529,13440015.562646,3,4,2,5,3,4,0,5,3,2,4,1,1,60,60,0,60,-1,60,-1,60,1,60,60,1,0,0,0,600,600,13:00:00,14:00:00,12,3,8,120308,1203,0,-1.0,1.0,-1.0,39,2,1,False,120308,Screen-Based,With Others
20100907101920,15,3582104.439609,4216189.763118,3383098.637408,3,5,2,5,0,1,0,5,0,2,0,4,1,0,-1,0,-1,-1,-1,-1,-1,1,30,30,0,0,0,0,810,810,17:00:00,17:30:00,12,3,3,120303,1203,0,,,,80,1,5,False,120303,Screen-Based,With Others
20130908132127,18,33575511.838003,33575511.838003,33575511.838003,5,6,2,6,0,1,0,3,0,2,5,4,1,0,-1,0,-1,-1,-1,-1,-1,1,60,60,0,0,0,0,600,600,13:00:00,14:00:00,12,3,1,120301,1203,0,-1.0,1.0,-1.0,66,2,5,True,120301,Non-Screen,Alone
20130403131621,4,14958282.437593,14958282.437593,14958282.437593,4,3,1,4,1,2,0,3,4,5,3,1,3,0,0,0,0,-1,0,-1,0,1,175,175,0,0,0,0,480,480,09:05:00,12:00:00,12,3,1,120301,1203,0,-1.0,2.0,-1.0,31,1,1,False,120301,Non-Screen,With Others
20100504100919,6,9095049.270486,10705007.14755,7958168.111675,5,6,1,4,0,4,0,3,0,1,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,195,195,0,0,0,0,840,840,14:45:00,18:00:00,12,3,3,120303,1203,0,,,,64,2,1,False,120303,Screen-Based,With Others
20100908101881,8,4608719.168606,4083457.367369,4416689.203247,5,4,1,3,0,1,0,3,0,2,0,4,3,0,0,0,0,-1,0,-1,0,1,30,30,0,0,0,0,425,425,10:35:00,11:05:00,12,3,1,120301,1203,0,,,,27,2,1,False,120301,Non-Screen,With Others
20100403101636,21,33222268.190197,39103099.703699,31561154.780688,5,3,2,3,4,4,3,3,3,2,4,1,1,0,-1,0,-1,-1,-1,-1,-1,1,150,150,0,0,0,0,1020,1020,18:30:00,21:00:00,12,3,3,120303,1203,0,,,,80,2,5,False,120303,Screen-Based,With Others
20120112110953,2,1555049.718809,1826643.353332,1166287.289107,2,4,2,4,0,4,0,1,0,5,2,3,1,0,-1,0,-1,-1,-1,-1,-1,1,120,120,0,0,0,0,630,630,12:30:00,14:30:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,64,1,5,False,120303,Screen-Based,With Others
20120302121786,8,24192654.008748,28417966.390423,22331680.623459,5,3,1,6,4,4,0,3,3,1,0,2,1,0,-1,0,-1,-1,-1,-1,-1,1,95,95,0,0,0,0,480,480,10:25:00,12:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,74,2,5,True,120303,Screen-Based,Alone
20120605121162,8,23687540.895216,27824633.906996,21865422.364815,1,4,1,4,3,2,3,5,3,3,2,4,1,0,-1,0,-1,-1,-1,-1,-1,1,225,225,0,0,0,0,900,900,15:15:00,19:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,50,1,1,False,120303,Screen-Based,With Others
20100112090156,19,5536920.465041,6517037.059493,5211219.261215,4,5,2,3,5,2,2,3,3,1,5,5,1,0,-1,0,-1,-1,-1,-1,-1,1,45,45,0,0,0,0,1047,1047,20:42:00,21:27:00,12,3,3,120303,1203,0,,,,57,2,5,True,120303,Screen-Based,Alone
20130504131493,12,3052119.159852,3052119.159852,3052119.159852,5,3,2,3,0,1,0,2,0,3,0,4,1,0,-1,0,-1,-1,-1,-1,-1,1,30,30,0,0,0,0,720,720,15:30:00,16:00:00,12,3,1,120301,1203,0,-1.0,1.0,-1.0,65,1,4,False,120301,Non-Screen,With Others
20120806122196,4,8021980.874549,7688048.326386,7550099.646634,4,3,1,6,0,1,3,3,0,5,0,2,3,0,-1,0,-1,-1,-1,-1,-1,1,20,20,0,0,0,0,355,355,09:35:00,09:55:00,12,3,12,120312,1203,0,-1.0,1.0,-1.0,53,1,5,False,120312,Non-Screen,With Others
20101110102341,6,1050901.481959,1236926.545549,900772.698822,3,6,2,6,0,5,0,2,0,4,0,1,1,0,-1,0,-1,-1,-1,-1,-1,1,50,50,0,0,0,0,870,870,17:40:00,18:30:00,12,3,3,120303,1203,0,,,,68,1,1,True,120303,Screen-Based,Alone
20130807131529,19,9468845.642746,9468845.642746,36670865.104063,2,6,2,5,0,4,0,5,0,1,1,3,1,0,-1,0,-1,-1,-1,-1,-1,1,150,150,0,0,0,0,1200,1200,21:30:00,00:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,85,1,5,False,120303,Screen-Based,With Others
20131211130657,3,2058766.067784,2058766.067784,2058766.067784,4,4,2,2,0,2,0,5,0,3,1,1,1,0,-1,0,-1,-1,-1,-1,-1,1,240,240,0,0,0,0,900,900,15:00:00,19:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,41,2,1,False,120303,Screen-Based,With Others
20100908101451,7,20231494.187315,23812767.082376,19219919.477949,4,2,2,4,2,1,4,3,4,2,4,5,1,0,-1,0,-1,-1,-1,-1,-1,1,315,315,0,0,0,0,615,615,09:00:00,14:15:00,12,3,3,120303,1203,0,,,,59,1,1,False,120303,Screen-Based,With Others
20130403131199,16,15402313.815536,15402313.815536,15402313.815536,3,3,2,4,2,1,1,4,1,5,2,2,1,0,-1,0,-1,-1,-1,-1,-1,1,180,180,0,0,0,0,995,995,17:35:00,20:35:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,85,2,5,False,120303,Screen-Based,With Others
20131110131894,5,5471010.493882,5471010.493882,5471010.493882,4,3,2,3,0,2,0,1,0,5,0,3,1,0,-1,0,-1,-1,-1,-1,-1,1,45,45,0,0,0,0,825,825,17:00:00,17:45:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,58,1,5,True,120303,Screen-Based,Alone
20120807121431,35,3822361.272252,11209518.544898,3702912.482494,5,4,1,5,2,4,0,2,0,3,1,1,1,0,-1,0,-1,-1,-1,-1,-1,1,30,30,0,0,0,0,1261,1261,00:31:00,01:01:00,12,3,8,120308,1203,0,-1.0,1.0,-1.0,68,2,1,False,120308,Screen-Based,With Others
20130211121425,5,1818761.287159,2094517.018472,1455009.029728,1,6,1,6,0,5,0,3,0,2,2,4,1,0,0,0,0,0,-1,-1,-1,1,60,60,0,97,0,0,780,780,16:00:00,17:00:00,12,3,3,120303,1203,0,-1.0,2.0,-1.0,17,2,5,False,120303,Screen-Based,With Others
20120101120874,4,15076783.03746,17709983.926497,14134484.097618,4,4,1,5,1,5,0,3,2,2,2,1,1,0,-1,0,-1,-1,-1,-1,-1,1,90,90,0,0,0,0,365,365,08:35:00,10:05:00,12,3,3,120303,1203,0,-1.0,1.0,-1.0,21,1,4,False,120303,Screen-Based,With Others
